images,specs,category,product_type,brand,type,sku,normal_price,description,tags,link_tokopedia,link_whatsapp,image_1,image_2,image_3,image_4,slug,name
https://ik.imagekit.io/eropa/products/Mesin_Cuci_AQUA_QW980XT_miSe-j0T8.png?updatedAt=1632821808372,"[{""name"":""Berat"",""value"":""24 kg""},{""name"":""Panjang"",""value"":""796 mm""},{""name"":""Lebar"",""value"":""470 mm""},{""name"":""Tinggi"",""value"":""917 mm""},{""name"":""Rated input selection/impedance"",""value"":""Wash : 400 Watt , Spin : 160 Watt""},{""name"":""Power Supply"",""value"":""220V/50Hz""},{""name"":""Warna"",""value"":""Putih biru""},{""name"":""Capacity"",""value"":""9 Kg""},{""name"":""Jenis"",""value"":""Manual""},{""name"":""Material"",""value"":""Plastic""}]",Mesin Cuci,2 Tabung,Aqua,QW980XT,,1654000,"QW-980XT memiliki fitur Fuzzy Logic, User Friendly, Water Selector, Air Intake Technology, Hijab Mode, Low Water Pressure, dan Dynamic Soak Function","mesincuci,mesincuci2tabung,2tabung,mesincuciAqua,Aqua",https://www.tokopedia.com/tokoeropa-1/mesin-cuci-aqua-qw980xt-9-kg,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Mesin_Cuci_AQUA_QW980XT_miSe-j0T8.png?updatedAt=1632821808372,,,,mesin-cuci-2-tabung-aqua-qw980xt,Mesin Cuci 2 Tabung Aqua QW980XT
https://ik.imagekit.io/eropa/products/Mesin_Cuci_PANASONIC_NAW125FCV1_JlLJwXKiZs.png?updatedAt=1632878724806,"[{""name"":""Berat"",""value"":""38 kg""},{""name"":""Panjang"",""value"":""930 mm""},{""name"":""Lebar"",""value"":""590 mm""},{""name"":""Tinggi"",""value"":""1060 mm""},{""name"":""Rated input selection/impedance"",""value"":""Wash : 380 Watt , Spin : 150 Watt""},{""name"":""Warna"",""value"":""Dark Grey""},{""name"":""Capacity"",""value"":""12,5 Kg""},{""name"":""Jenis"",""value"":""Manual""},{""name"":""Speed"",""value"":""900 RPM""}]",Mesin Cuci,2 Tabung,Panasonic,NAW125FCV1,,2838500,<p>Fitur :<br />- Kemampuan Cuci Maksimal<br />- Umur Panjang<br />- Aman Digunakan<br />- Tangguh &amp; Hemat Listrik<br />- Ag+ Clean / Low Watt / High Feet / Water Filter / Water Selector / Big Pulsator / 12.5 kg Wash</p>,"mesincuci,mesincuci2tabung,2tabung,mesincuciPanasonic,Panasonic",https://www.tokopedia.com/tokoeropa-1/mesin-cuci-panasonic-naw125fcv1-12-kg-twin-tub,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Mesin_Cuci_PANASONIC_NAW125FCV1_JlLJwXKiZs.png?updatedAt=1632878724806,,,,mesin-cuci-2-tabung-panasonic-naw125fcv1,Mesin Cuci 2 Tabung Panasonic NAW125FCV1
https://ik.imagekit.io/eropa/products/Mesin_Cuci_LG_P8000N_60J8Prp4nyG.png?updatedAt=1632880013399,"[{""name"":""Berat"",""value"":""30 kg""},{""name"":""Panjang"",""value"":""805 mm""},{""name"":""Lebar"",""value"":""478 mm""},{""name"":""Tinggi"",""value"":""975 mm""},{""name"":""Rated input selection/impedance"",""value"":""Wash : 320 Watt , Spin : 250 Watt""},{""name"":""Pintu"",""value"":""Plastic Door""},{""name"":""Warna"",""value"":""Light Grey""},{""name"":""Capacity"",""value"":""8 kg""},{""name"":""Jenis"",""value"":""Manual""}]",Mesin Cuci,2 Tabung,LG,P8000N,,2281000,"<p>Mesin Cuci Twin Tub [8 KG] - P8000N merupakan mesin cuci canggih dari LG yang dapat Anda jadikan pilihan untuk kebutuhan mencuci pakaian di rumah. Mesin cuci ini memiliki teknologi terkini yang mampu memberikan hasil cuci yang lebih bersih pada pakaian Anda.</p>
<p>Mesin ini juga dirancang khusus sehingga lebih senyap dan sangat stabil saat dioperasikan. Pilih mesin cuci canggih dari LG ini untuk peralatan tambahan di rumah Anda.</p>","mesincuci,mesincuci2tabung,2tabung,mesincuciLG,LG",https://www.tokopedia.com/tokoeropa-1/mesin-cuci-lg-p8000n,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Mesin_Cuci_LG_P8000N_60J8Prp4nyG.png?updatedAt=1632880013399,,,,mesin-cuci-2-tabung-lg-p8000n,Mesin Cuci 2 Tabung LG P8000N
https://ik.imagekit.io/eropa/products/Kulkas_AQUA_355IG_hl10mB5Vc.png?updatedAt=1632882356152,"[{""name"":""Berat"",""value"":""73 kg""},{""name"":""Panjang"",""value"":""545 mm""},{""name"":""Lebar"",""value"":""550 mm""},{""name"":""Tinggi"",""value"":""1630 mm""},{""name"":""Rated input selection/impedance"",""value"":""150 W""},{""name"":""Warna"",""value"":""Hitam""},{""name"":""Capacity"",""value"":""260 L""},{""name"":""Jenis"",""value"":""2 Pintu Inverter""},{""name"":""Ice Make"",""value"":""Yes Ice Twist""}]",Kulkas,2 Pintu,Aqua,AQR355IGBK,,5845500,"<p>Fitur :<br />- Navi Cooling - 5+1 Modes<br />- 360&deg; Precise Cooling<br />- DEO Fresh - removes odours<br />- Fashionable - appearance design</p>
<p>Inverter<br />Kecepatan kompresor dan kipas yang menyesuaikan dengan kebutuhan kebutuhan penyimpanan</p>
<p>Double Twist Ice Maker<br />Pembuat es manual dan pilihan cetakan es</p>
<p>Chiller Box<br />Kotak pendingin terpisah yang menyediakan pilihan suhu yang lebih rendah</p>
<p>Fresh Box<br />Kotak pendingin terpisah yang menyediakan pilihan suhu yang lebih rendah</p>
<p>Humidity Control<br />Pengontrol kelembaban yang dapat menyesuaikan kelembaban sesuai dengan jenis makanan yang lembab atau kering</p>","Kulkas,kulkas2pintu,2pintu,kulkasinverter,kulkasaqua",https://www.tokopedia.com/tokoeropa-1/aqua-kulkas-2-pintu-aqr-355ig-aqr-355ig-bk,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kulkas_AQUA_355IG_hl10mB5Vc.png?updatedAt=1632882356152,,,,kulkas-2-pintu-aqua-aqr355igbk,Kulkas 2 Pintu Aqua AQR355IGBK
https://ik.imagekit.io/eropa/products/Kulkas_AQUA_AQRD270DS_htE-85nYX.png?updatedAt=1632891578203,"[{""name"":""Panjang"",""value"":""540 mm""},{""name"":""Lebar"",""value"":""655 mm""},{""name"":""Tinggi"",""value"":""1530 mm""},{""name"":""Rated input selection/impedance"",""value"":""60 W""},{""name"":""Anti Bunga Es"",""value"":""Yes""},{""name"":""Warna"",""value"":""Light Silver""},{""name"":""Capacity"",""value"":""220 L""}]",Kulkas,2 Pintu,Aqua,AQRD270DS,,2994500,<p>Fitur :<br />- Full Insulation<br />- No Frost<br />- Extra Large Vegetable Box<br />- Tempered Glass Tray<br />- Detachable<br />- Cosmetic Box</p>,"Kulkas,kulkas2pintu,2pintu,kulkasinverter,kulkasaqua",https://www.tokopedia.com/tokoeropa-1/kulkas-aqua-aqrd270ds,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kulkas_AQUA_AQRD270DS_htE-85nYX.png?updatedAt=1632891578203,,,,kulkas-2-pintu-aqua-aqrd270ds,Kulkas 2 Pintu Aqua AQRD270DS
https://ik.imagekit.io/eropa/products/Kulkas_POLYTRON_PRW29MNX_a4lg9AQTX.png?updatedAt=1632895016473,"[{""name"":""Berat"",""value"":""49 kg""},{""name"":""Panjang"",""value"":""627 mm""},{""name"":""Lebar"",""value"":""649 mm""},{""name"":""Tinggi"",""value"":""1659 mm ""},{""name"":""Rated input selection/impedance"",""value"":""140 W""},{""name"":""Power Supply"",""value"":""220v/50hz""},{""name"":""Pintu"",""value"":""Tempered Glass""},{""name"":""Handle type"",""value"":""Recess Handle""},{""name"":""Capacity"",""value"":""260 L""},{""name"":""Refrigrant"",""value"":""R134a""}]",Kulkas,2 Pintu,Polytron,PRW29MNX,,3219000,"<h5><strong>Fitur :</strong></h5>
<ul>
<li>Tempered Glass Door&nbsp;</li>
<li>Borderless Round Edge Door</li>
<li>Jumbo Cabinet</li>
<li>Deodorizer</li>
<li>LED Lamp</li>
<li>Portable Ice Twist Tray</li>
<li>Bigger Bottle Pocket</li>
<li>Adjustable Tempered Glass Rack</li>
<li>Automatic Defrost System</li>
</ul>","Kulkas,kulkas2pintu,2pintu,kulkas,kulkasPoytron",https://www.tokopedia.com/tokoeropa-1/kulkas-polytron-prw29mnx-hitam,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kulkas_POLYTRON_PRW29MNX_a4lg9AQTX.png?updatedAt=1632895016473,,,,kulkas-2-pintu-polytron-prw29mnx,Kulkas 2 Pintu Polytron PRW29MNX
https://ik.imagekit.io/eropa/products/Kulkas_SHARP_SJ237MGDP_-_Kulkas_SHARP_SJ237MGDB_F6PMHrg26.png?updatedAt=1632895532527,"[{""name"":""Berat"",""value"":""37 kg""},{""name"":""Panjang"",""value"":""545 mm""},{""name"":""Lebar"",""value"":""588 mm""},{""name"":""Tinggi"",""value"":""1380 mm""},{""name"":""Rated input selection/impedance"",""value"":""130 W""},{""name"":""Power Supply"",""value"":""220V / 1P""},{""name"":""Capacity"",""value"":""187 L""},{""name"":""Ice Make"",""value"":""Yes""}]",Kulkas,2 Pintu,Sharp,SJ237MG,,2900500,<p>FITUR :<br />- New Floral Door<br />- Ice Tray<br />- Extra Big Freezer<br />- Ag+ Nano Deodorizer<br />- Big Vegetable Box<br />- Temperes Glass Tray<br />- Low Watt &amp; Low Volt<br />- LED Lighting<br />- Icemaker type twist</p>,"Kulkas,kulkas2pintu,2pintu,kulkas,kulkasSharp",https://www.tokopedia.com/tokoeropa-1/kulkas-sharp-sj-237-mg-dp-db-lemari-es-2-pintu,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kulkas_SHARP_SJ237MGDP_-_Kulkas_SHARP_SJ237MGDB_F6PMHrg26.png?updatedAt=1632895532527,,,,kulkas-2-pintu-sharp-sj237mg,Kulkas 2 Pintu Sharp SJ237MG
https://ik.imagekit.io/eropa/products/Kulkas_POLYTRON_PRW25MNR_sF41ap2rt.png?updatedAt=1632896115949,"[{""name"":""Berat"",""value"":""45 kg""},{""name"":""Panjang"",""value"":""627 mm""},{""name"":""Lebar"",""value"":""649 mm""},{""name"":""Tinggi"",""value"":""1579 mm""},{""name"":""Rated input selection/impedance"",""value"":""140 W""},{""name"":""Power Supply"",""value"":""220v/50hz""},{""name"":""Pintu"",""value"":""Tempered Glass""},{""name"":""Warna"",""value"":""Merah""},{""name"":""Handle type"",""value"":""Recess Handle""},{""name"":""Capacity"",""value"":""240 L""},{""name"":""Refrigrant"",""value"":""R134a""},{""name"":""Ice Make"",""value"":""Yes""}]",Kulkas,2 Pintu,Polytron,PRW25MNR (MERAH),,2967500,<p>Fitur :<br />- Tempered Glass Door<br />- Borderless Round Edge Door<br />- Jumbo Cabinet<br />- Deodorizer<br />- LED Lamp<br />- Portable Ice Twist Tray<br />- Bigger Bottle Pocket<br />- Adjustable Tempered Glass Rack<br />- Automatic Defrost System</p>,"Kulkas,kulkas2pintu,2pintu,kulkas,kulkasPolytron",https://www.tokopedia.com/tokoeropa-1/kulkas-polytron-prw25mnr-merah,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kulkas_POLYTRON_PRW25MNR_sF41ap2rt.png?updatedAt=1632896115949,,,,kulkas-2-pintu-polytron-prw25mnr-merah,Kulkas 2 Pintu Polytron PRW25MNR (MERAH)
https://ik.imagekit.io/eropa/products/Kulkas_POLYTRON_PRW25MN_t7dQ2cVnM.png?updatedAt=1632896545724,"[{""name"":""Berat"",""value"":""45 kg""},{""name"":""Panjang"",""value"":""627 mm""},{""name"":""Lebar"",""value"":""649 mm""},{""name"":""Tinggi"",""value"":""1579 mm""},{""name"":""Rated input selection/impedance"",""value"":""140 W""},{""name"":""Power Supply"",""value"":""220v/50hz""},{""name"":""Pintu"",""value"":""Tempered Glass""},{""name"":""Warna"",""value"":""Hitam""},{""name"":""Handle type"",""value"":""Recess Handle""},{""name"":""Capacity"",""value"":""240 L""},{""name"":""Refrigrant"",""value"":""R134a""},{""name"":""Ice Make"",""value"":""Yes""}]",Kulkas,2 Pintu,Polytron,PRW25MNX (HITAM),,3035500,<p>Fitur :<br />- Tempered Glass Door<br />- Borderless Round Edge Door<br />- Jumbo Cabinet<br />- Deodorizer<br />- LED Lamp<br />- Portable Ice Twist Tray<br />- Bigger Bottle Pocket<br />- Adjustable Tempered Glass Rack<br />- Automatic Defrost System</p>,"Kulkas,kulkas2pintu,2pintu,kulkas,kulkasPolytron",https://www.tokopedia.com/tokoeropa-1/kulkas-polytron-prw25mnx-hitam,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kulkas_POLYTRON_PRW25MN_t7dQ2cVnM.png?updatedAt=1632896545724,,,,kulkas-2-pintu-polytron-prw25mnx-hitam,Kulkas 2 Pintu Polytron PRW25MNX (HITAM)
https://ik.imagekit.io/eropa/products/Kompor_RINNAI_RI511E_mLshFNFyt.png?updatedAt=1632897236556,"[{""name"":""Berat"",""value"":""3 kg""},{""name"":""Panjang"",""value"":""280 mm""},{""name"":""Lebar"",""value"":""380 mm""},{""name"":""Tinggi"",""value"":""144 mm""},{""name"":""Jenis Api"",""value"":""Api Ekonomis""},{""name"":""Material"",""value"":""Stainless Steel""},{""name"":""Konsumsi Gas"",""value"":""2.9 kW (0.21 kg/h)\n""}]",Kompor & Peralatan Masak,1 Tungku,Rinnai,RI511E,,219500,"<p>Kompor gas satu tungku berkualitas tinggi. Kompor ini memiliki desain finishing berwarna menarik membuat dapur Anda terlihat lebih modern, cocok untuk Anda yang memperhatikan keindahan dapur Anda.</p>
<p><br />Walaupun satu tungku, namun menggunakan api ekonomis yang hemat gas dan dapat membuat masakan matang merata dengan hasil yang sempurna. Kompor Rinnai telah dijamin kualitasnya dan juga keamanannya. Tungku terbuat dari stainless steel dengan kualitas terbaik, pipa gas juga dilapisi cat khusus yang tahan karat.</p>","kompor,kompor1tungku,komporrinnai,rinnai",https://www.tokopedia.com/tokoeropa-1/kompor-rinnai-ri511e,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kompor_RINNAI_RI511E_mLshFNFyt.png?updatedAt=1632897236556,,,,kompor-peralatan-masak-1-tungku-rinnai-ri511e,Kompor & Peralatan Masak 1 Tungku Rinnai RI511E
https://ik.imagekit.io/eropa/products/Kompor_RINNAI_RI511C_du1PqHHFy.png?updatedAt=1632897643538,"[{""name"":""Berat"",""value"":""3 kg""},{""name"":""Panjang"",""value"":""280 mm""},{""name"":""Lebar"",""value"":""380 mm""},{""name"":""Tinggi"",""value"":""144 mm""},{""name"":""Jenis Api"",""value"":""Api Ekonomis""},{""name"":""Material"",""value"":""Ceflon""},{""name"":""Konsumsi Gas"",""value"":""2.5 kW (0.18 kg/h)""}]",Kompor & Peralatan Masak,1 Tungku,Rinnai,RI511C,,188000,"<p>Kompor gas satu tungku berkualitas tinggi. Kompor ini memiliki desain finishing berwarna menarik membuat dapur Anda terlihat lebih modern, cocok untuk Anda yang memperhatikan keindahan dapur Anda.</p>
<p><br />Walaupun satu tungku, namun menggunakan api ekonomis yang hemat gas dan hasil masakan yang sempurna. Kompor Rinnai telah dijamin kualitasnya dan juga keamanannya.</p>","kompor,kompor1tungku,komporrinnai,rinnai",https://www.tokopedia.com/tokoeropa-1/kompor-rinnai-ri511c,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kompor_RINNAI_RI511C_du1PqHHFy.png?updatedAt=1632897643538,,,,kompor-peralatan-masak-1-tungku-rinnai-ri511c,Kompor & Peralatan Masak 1 Tungku Rinnai RI511C
https://ik.imagekit.io/eropa/products/Kulkas_POLYTRON_PRA15MNX_3VlXHRR_I.png?updatedAt=1632898140571,"[{""name"":""Berat"",""value"":""32 kg""},{""name"":""Panjang"",""value"":""540 mm""},{""name"":""Lebar"",""value"":""538 mm""},{""name"":""Tinggi"",""value"":""1018 mm\n""},{""name"":""Rated input selection/impedance"",""value"":""75 W""},{""name"":""Power Supply"",""value"":""220v/50hz""},{""name"":""Pintu"",""value"":""Tempered Glass""},{""name"":""Warna"",""value"":""Hitam""},{""name"":""Capacity"",""value"":""150 L""},{""name"":""Refrigrant"",""value"":""R 134a""}]",Kulkas,1 Pintu,Polytron,"PRA15MNX
",,1636000,<p>Fitur :<br />- Twist &amp; Ice<br />- Egg Pocket<br />- Jumbo Freezer<br />- Tempered Glass Rack<br />- Adjustable Rack<br />- Perfect Door Sealed<br />- Defrost Button</p>,"kulkas,kulkas1pintu,kulkaspolytron,polytron",https://www.tokopedia.com/tokoeropa-1/kulkas-polytron-pra15mnx,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kulkas_POLYTRON_PRA15MNX_3VlXHRR_I.png?updatedAt=1632898140571,,,,kulkas-1-pintu-polytron-pra15mnx,"Kulkas 1 Pintu Polytron PRA15MNX
"
https://ik.imagekit.io/eropa/products/Dispenser_MODENA_DD75L_X1NOk89l5eN.png?updatedAt=1632898185285,"[{""name"":""Berat"",""value"":""28 kg""},{""name"":""Panjang"",""value"":""310 mm""},{""name"":""Lebar"",""value"":""360 mm""},{""name"":""Tinggi"",""value"":""1040 mm""},{""name"":""Rated input selection/impedance"",""value"":""420 W ""},{""name"":""Warna"",""value"":""Hitam""},{""name"":""Capacity"",""value"":""Hot 1.1 L / Cold 3.6 L""},{""name"":""Dispenser"",""value"":""panas ,dingin""}]",Dispenser,Galon Bawah,Modena,DD75L,,2940500,<p>Fitur :<br />- WATER STORAGE SENSOR<br />- CHILD LOCK<br />- CFC FREE COMPRESSOR<br />- GALLON COMPARTMENT<br />- THERMOSTAT<br />- STAINLESS STEEL SUS 304 WATER TUBE<br />- Sudah di lengkapi/menggunakan Kompresor</p>,"dispenser bawah,modena",https://www.tokopedia.com/tokoeropa-1/modena-dd-75-l-dispenser-bottom-loading-davion,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Dispenser_MODENA_DD75L_X1NOk89l5eN.png?updatedAt=1632898185285,,,,dispenser-galon-bawah-modena-dd75l,Dispenser Galon Bawah Modena DD75L
https://ik.imagekit.io/eropa/products/Mesin_Cuci_AQUA_QW851XT_2bMz0can9.png?updatedAt=1632898848756,"[{""name"":""Berat"",""value"":""23 kg""},{""name"":""Panjang"",""value"":""760 mm""},{""name"":""Lebar"",""value"":""445 mm""},{""name"":""Tinggi"",""value"":""941 mm""},{""name"":""Rated input selection/impedance"",""value"":""Wash : 380 Watt , Spin : 165 Watt""},{""name"":""Pintu"",""value"":""Plastic""},{""name"":""Warna"",""value"":""Putih biru""},{""name"":""Capacity"",""value"":""8 Kg""},{""name"":""Material"",""value"":""Plastic""}]",Mesin Cuci,2 Tabung,Aqua,QW851XT,,1501000,<p>Fitur :<br />- Hijab Mode<br />- Air Dry Spin Lid<br />- Soak Function<br />- Water Selector<br />- Chrome Knob<br />- Anti Rust Plastic Body</p>,"Mesincuci,mesincuci2tabung,2tabung,mesincuciaqua,aqua",https://www.tokopedia.com/tokoeropa-1/mesin-cuci-aqua-qw851xt,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Mesin_Cuci_AQUA_QW851XT_2bMz0can9.png?updatedAt=1632898848756,,,,mesin-cuci-2-tabung-aqua-qw851xt,Mesin Cuci 2 Tabung Aqua QW851XT
https://ik.imagekit.io/eropa/products/Mesin_Cuci_AQUA_QW950XT_b09RFBh8_.png?updatedAt=1632899420830,"[{""name"":""Berat"",""value"":""24 kg""},{""name"":""Panjang"",""value"":""796 mm""},{""name"":""Lebar"",""value"":""470 mm""},{""name"":""Tinggi"",""value"":""974 mm""},{""name"":""Rated input selection/impedance"",""value"":""Wash : 400 Watt , Spin : 160 Watt""},{""name"":""Pintu"",""value"":""Plastic""},{""name"":""Warna"",""value"":""Putih biru""},{""name"":""Capacity"",""value"":""9 Kg""},{""name"":""Material"",""value"":""Plastic""}]",Mesin Cuci,2 Tabung,Aqua,QW950XT,,1678000,<p>Fitur :<br />- Hijab Mode<br />- Air Dry Spin Lid<br />- Soak Function<br />- Water Selector<br />- Chrome Knob<br />- Anti Rust Plastic Body</p>,"Mesincuci,mesincuci2tabung,2tabung,mesincuciaqua,aqua",https://www.tokopedia.com/tokoeropa-1/mesin-cuci-aqua-qw950xt,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Mesin_Cuci_AQUA_QW950XT_b09RFBh8_.png?updatedAt=1632899420830,,,,mesin-cuci-2-tabung-aqua-qw950xt,Mesin Cuci 2 Tabung Aqua QW950XT
https://ik.imagekit.io/eropa/products/Dispenser_MODENA_DD7302L_dt5AF8LCB.png?updatedAt=1632903875808,"[{""name"":""Berat"",""value"":""28 kg""},{""name"":""Panjang"",""value"":""310  mm""},{""name"":""Lebar"",""value"":""360 mm""},{""name"":""Tinggi"",""value"":""1090 mm""},{""name"":""Rated input selection/impedance"",""value"":""190 W (Pemanasan) | 80 W (Pendinginan) | 25 W (Pompa Air)""},{""name"":""Warna"",""value"":""HItam""},{""name"":""Capacity"",""value"":""2.2 L / Hr (Panas)\n2,5 L / Hr (Dingin)""}]",Dispenser,Galon Bawah,Modena,DD7302L,,2766500,<p>Fitur :<br />- Water Storage Sensor<br />- Child Lock<br />- Cfc Free Compressor<br />- Gallon Compartment<br />- Thermostat<br />- Stainless Steel Sus 304 Water Tube</p>,"dispenser bawah,modena",https://www.tokopedia.com/tokoeropa-1/modena-dd-7302-l-dentro-dispenser-bottom-loading,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Dispenser_MODENA_DD7302L_dt5AF8LCB.png?updatedAt=1632903875808,,,,dispenser-galon-bawah-modena-dd7302l,Dispenser Galon Bawah Modena DD7302L
https://ik.imagekit.io/eropa/products/Mesin_Cuci_AQUA_AQW910DD_tcfGOy5zG.png?updatedAt=1632904037316,"[{""name"":""Berat"",""value"":""42 kg\n""},{""name"":""Panjang"",""value"":""550 mm""},{""name"":""Lebar"",""value"":""570 mm""},{""name"":""Tinggi"",""value"":""940 mm""},{""name"":""Rated input selection/impedance"",""value"":""Wash : 400 Watt , Spin : 300 Watt""},{""name"":""Pintu"",""value"":""Steel""},{""name"":""Warna"",""value"":""Abu- abu""},{""name"":""Material"",""value"":""Tempered glass (body)""},{""name"":""Speed"",""value"":""690 RPM""}]",Mesin Cuci,1 Tabung Top Loading,Aqua,AQW910DD,,2951500,<p>Fitur :<br />- Fuzzy Logic<br />- User Friendly<br />- Water Selector<br />- Air Intake Technology<br />- Hijab Mode<br />- Low Water Pressure<br />- Dynamic Soak Function<br />- Batik Care</p>,"mesincuci1tabung,toploading,mesincuciaqua,aqua",https://www.tokopedia.com/tokoeropa-1/mesin-cuci-aqua-aqw910dd,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Mesin_Cuci_AQUA_AQW910DD_tcfGOy5zG.png?updatedAt=1632904037316,,,,mesin-cuci-1-tabung-top-loading-aqua-aqw910dd,Mesin Cuci 1 Tabung Top Loading Aqua AQW910DD
https://ik.imagekit.io/eropa/products/Dispenser_MODENA_DD_65L_HEmHyp58C.png?updatedAt=1632904569110 https://ik.imagekit.io/eropa/products/Dispenser_MODENA_DD_65L_2_Jnd-WHFWm.png?updatedAt=1632904569746,"[{""name"":""Berat"",""value"":""15 Kg""},{""name"":""Panjang"",""value"":""370 mm""},{""name"":""Lebar"",""value"":""325 mm""},{""name"":""Tinggi"",""value"":""1040 mm""},{""name"":""Rated input selection/impedance"",""value"":""190 W (Heating), 80 W (Cooling)""},{""name"":""Warna"",""value"":""Hitam""},{""name"":""Capacity"",""value"":""Hot 0.8 L / Cold 2.5 L""}]",Dispenser,Galon Bawah,Modena,DD65L,,2514500,"<p>Fitur : <br />- Child Lock, <br />- CFC Free Compressor, <br />- Thermostat, <br />- Stainless Steel 304 Water Tube,<br />- Water Storage Sensor, <br />- Gallon Compartment</p>","dispenser bawah,modena",https://www.tokopedia.com/tokoeropa-1/modena-water-dispenser-dd-65-l,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Dispenser_MODENA_DD_65L_HEmHyp58C.png?updatedAt=1632904569110,https://ik.imagekit.io/eropa/products/Dispenser_MODENA_DD_65L_2_Jnd-WHFWm.png?updatedAt=1632904569746,,,dispenser-galon-bawah-modena-dd65l,Dispenser Galon Bawah Modena DD65L
https://ik.imagekit.io/eropa/products/Mesin_Cuci_AQUA_QW751XT_cXEsFifcA.png?updatedAt=1632904748775,"[{""name"":""Berat"",""value"":""22 kg""},{""name"":""Panjang"",""value"":""740 mm""},{""name"":""Lebar"",""value"":""420 mm""},{""name"":""Tinggi"",""value"":""931 mm""},{""name"":""Rated input selection/impedance"",""value"":""Wash : 350 Watt , Spin : 160 Watt""},{""name"":""Pintu"",""value"":""Plastic""},{""name"":""Warna"",""value"":""Putih biru""},{""name"":""Capacity"",""value"":""7 Kg""},{""name"":""Material"",""value"":""Plastic""}]",Mesin Cuci,2 Tabung,Aqua,QW751XT,,1306000,<p>Fitur :<br />- Hijab Mode<br />- Air Dry Spin Lid<br />- Soak Function<br />- Water Selector<br />- Chrome Knob<br />- Anti Rust Plastic Body</p>,"Mesincuci,mesincuci2tabung,2tabung,mesincuciaqua,aqua",https://www.tokopedia.com/tokoeropa-1/mesin-cuci-aqua-qw751xt,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Mesin_Cuci_AQUA_QW751XT_cXEsFifcA.png?updatedAt=1632904748775,,,,mesin-cuci-2-tabung-aqua-qw751xt,Mesin Cuci 2 Tabung Aqua QW751XT
https://ik.imagekit.io/eropa/products/Mesin_Cuci_POLYTRON_PWM751B_NRbnZgYEg.png?updatedAt=1632905391526,"[{""name"":""Berat"",""value"":""24 kg""},{""name"":""Panjang"",""value"":""759 mm""},{""name"":""Lebar"",""value"":""463 mm""},{""name"":""Tinggi"",""value"":""967 mm""},{""name"":""Rated input selection/impedance"",""value"":""Wash : 250 Watt , Spin : 130 Watt""},{""name"":""Power Supply"",""value"":"" 220V/50Hz""},{""name"":""Pintu"",""value"":""Plastic""},{""name"":""Warna"",""value"":""Biru""},{""name"":""Capacity"",""value"":""7,5 Kg""},{""name"":""Jenis"",""value"":""Manual""},{""name"":""Material"",""value"":""Plastic""},{""name"":""Speed"",""value"":""130 RPM (wash); 1.400RPM (spin)""}]",Mesin Cuci,2 Tabung,Polytron,PWM751B (BIRU),,1296500,<p>FITUR :<br />- Hemat Listrik &ndash; Gear BOX<br />- Dilengkapi &ndash; Samba Pulsator<br />- Kuat - Tahan Karat<br />- Water Selector<br />- Magic Poush / Hhijab<br />- Water Filter</p>,"Mesincuci,mesincuci2tabung,2tabung,mesincucipolytron,polytron",https://www.tokopedia.com/tokoeropa-1/mesin-cuci-polytron-pwm751b-biru,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Mesin_Cuci_POLYTRON_PWM751B_NRbnZgYEg.png?updatedAt=1632905391526,,,,mesin-cuci-2-tabung-polytron-pwm751b-biru,Mesin Cuci 2 Tabung Polytron PWM751B (BIRU)
